Post_Date,Post_Time,Seller_Name,Supply_Type,Inventory_Status,festival,Supply_Shop,Supply_District,Supply_Table_Date,Date_of_week,Supply_Count,Count_Specified,Premium_Keywords,Premium_Score,Supply_Zone,Seller_Contact,Raw_Message,is_fri,is_sat,is_payday,is_exam,is_hell_week,is_post_midterm,is_pre_break_final,is_break,is_pre_term,is_post_term,is_concert,is_festival,is_year_66,is_year_67,Active_Events,Booster_Count,Depressor_Count
2023-07-23,15:02,ticha,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-08-07,จันทร์,2,True,,0,,line.me/ti/p/fNxs3gPpG3,ปล่อยโต๊ะ รีเพล 2โต๊ะงับ เก็บเครดิตไว้ได้ 7 วันนับตั้งเเต่วันนี้ https://line.me/ti/p/fNxs3gPpG3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,วันธรรมดา,0,0
2023-07-26,14:43,Charllote,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-07-26,พุธ,1,False,,0,,,ปล่อยโต๊ะรีเพลย์ค่า,False,False,True,False,False,False,False,False,False,False,False,False,True,False,สิ้นเดือน,1,0
2023-07-26,17:04,Charllote,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-08-05,เสาร์,1,False,,0,,,ปล่อยโต๊ะรีเพลย์โต๊ะ5ค่าาา,False,True,False,False,False,False,False,False,False,False,False,False,True,False,เสาร์,1,0
2023-07-27,09:10,นักนั่งโต๊ะ,รับวอร์กอิน,ไม่มีของในมือ,วันปกติ,,,2023-07-27,พฤหัสบดี,1,False,,0,,,รับจองนะคะ,False,False,True,False,False,False,False,False,False,False,False,False,True,False,สิ้นเดือน,1,0
2023-07-27,12:17,&&-,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-07-27,พฤหัสบดี,2,True,,0,,line.me/ti/p/4VPVIdMEG7,ปล่อยโต๊ะรีเพลย์ 2 โต๊ะงับ https://line.me/ti/p/4VPVIdMEG7,False,False,True,False,False,False,False,False,False,False,False,False,True,False,สิ้นเดือน,1,0
2023-07-27,16:39,ซอมอ,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-07-27,พฤหัสบดี,1,True,กลางร้าน,1,,,ปล่อยโต๊ะรีเพล1โต๊ะโซนกลางร้าน,False,False,True,False,False,False,False,False,False,False,False,False,True,False,สิ้นเดือน,1,0
2023-07-27,17:15,ซอมอ,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-07-27,พฤหัสบดี,1,True,กลางร้าน,1,,line.me/ti/p/vLzPsX3zCG,ปล่อยโต๊ะรีเพล1โต๊ะโซนกลางร้าน https://line.me/ti/p/vLzPsX3zCG,False,False,True,False,False,False,False,False,False,False,False,False,True,False,สิ้นเดือน,1,0
2023-07-27,18:15,นกน้อย,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-07-27,พฤหัสบดี,2,True,,0,,line.me/ti/p/6q6iiF5BgR,ปล่อยโต๊ะ รีเพล 2 โต๊ะ https://line.me/ti/p/6q6iiF5BgR,False,False,True,False,False,False,False,False,False,False,False,False,True,False,สิ้นเดือน,1,0
2023-07-27,18:48,ar,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,,,2023-07-21,ศุกร์,1,False,,0,,line.me/ti/p/GMzS3MEAsx,ปล่อยโต๊ะ 21 ครับ มีหลักฐานการจอง https://line.me/ti/p/GMzS3MEAsx,True,False,False,False,False,False,False,False,False,False,False,False,True,False,ศุกร์,1,0
2023-07-27,19:54,T,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-07-27,พฤหัสบดี,1,False,,0,,,รีเพลมีโต๊ะว่างมั้ยคะ,False,False,True,False,False,False,False,False,False,False,False,False,True,False,สิ้นเดือน,1,0
2023-07-27,20:40,ช,ปล่อยโต๊ะ,ไม่มีของในมือ,วันปกติ,,,2023-07-27,พฤหัสบดี,1,False,,0,,,ว่างค่ะ,False,False,True,False,False,False,False,False,False,False,False,False,True,False,สิ้นเดือน,1,0
2023-07-27,20:46,ขนมปัง,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-07-27,พฤหัสบดี,2,True,,0,,lin.ee/izhKAaq,ปล่อยโต๊ะรีเพล 2 โต๊ะงับ 💖 มีเครดิต ไม่โกง 100% ทักมาสอบถามได้งับ https://lin.ee/izhKAaq,False,False,True,False,False,False,False,False,False,False,False,False,True,False,สิ้นเดือน,1,0
2023-07-28,12:06,ขนมปัง,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-07-28,ศุกร์,2,True,,0,,lin.ee/izhKAaq,ปล่อยโต๊ะรีเพล 2 โต๊ะค่า 💐✨ มีเครดิต ไม่โกง 100% ทักมาสอบถามได้งับ https://lin.ee/izhKAaq,True,False,True,False,False,False,False,False,False,False,False,False,True,False,ศุกร์ + สิ้นเดือน,2,0
2023-07-28,13:07,&&-,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-07-28,ศุกร์,1,False,,0,,line.me/ti/p/4VPVIdMEG7,ปล่อยโต๊ะรีเพลย์ N63 N1 งับ ราคาไม่สร้างบ้าน (บ้าน) https://line.me/ti/p/4VPVIdMEG7,True,False,True,False,False,False,False,False,False,False,False,False,True,False,ศุกร์ + สิ้นเดือน,2,0
2023-07-28,14:06,Honna,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-07-28,ศุกร์,1,True,"ติดทางเดิน, ทำเลดี",2,,line.me/ti/p/AmpmOqlE_a,ปล่อยโต๊ะ รีเพล 1 โต๊ะ ติดทางเดิน โซนม่วง วิวดี https://line.me/ti/p/AmpmOqlE_a,True,False,True,False,False,False,False,False,False,False,False,False,True,False,ศุกร์ + สิ้นเดือน,2,0
2023-07-28,14:27,ขนมปัง,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-07-28,ศุกร์,1,False,,0,,lin.ee/izhKAaq,ปล่อยโต๊ะรีเพลโซนส้ม 2 โต๊ะและเขียว 1 โต๊ะค่า 💐✨ มีเครดิต ไม่โกง 100% ทักมาสอบถามได้งับ https://lin.ee/izhKAaq,True,False,True,False,False,False,False,False,False,False,False,False,True,False,ศุกร์ + สิ้นเดือน,2,0
2023-07-28,15:10,Honna,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-07-28,ศุกร์,1,True,"ติดทางเดิน, ทำเลดี",2,,line.me/ti/p/AmpmOqlE_a,ปล่อยโต๊ะ รีเพล 1 โต๊ะ ติดทางเดิน โซนม่วง วิวดี https://line.me/ti/p/AmpmOqlE_a,True,False,True,False,False,False,False,False,False,False,False,False,True,False,ศุกร์ + สิ้นเดือน,2,0
2023-07-28,16:03,&&-,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-07-28,ศุกร์,2,True,,0,,line.me/ti/p/4VPVIdMEG7,ปล่อยโต๊ะรีเพลย์ 2 โต๊ะคั้บบ https://line.me/ti/p/4VPVIdMEG7,True,False,True,False,False,False,False,False,False,False,False,False,True,False,ศุกร์ + สิ้นเดือน,2,0
2023-07-28,16:14,Honna,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-07-28,ศุกร์,1,True,ติดทางเดิน,1,,line.me/ti/p/AmpmOqlE_a,ปล่อยโต๊ะรีเพล 1 โต๊ะ ราคาจอง สีม่วงติดทางเดิน โดนเพื่อนเท https://line.me/ti/p/AmpmOqlE_a,True,False,True,False,False,False,False,False,False,False,False,False,True,False,ศุกร์ + สิ้นเดือน,2,0
2023-07-28,17:25,Honna,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-07-28,ศุกร์,1,True,ติดทางเดิน,1,,line.me/ti/p/AmpmOqlE_a,ปล่อยโต๊ะรีเพล 1 โต๊ะ เอาแค่ค่าจองคืนงับ สีม่วงติดทางเดิน โดนเพื่อนเท https://line.me/ti/p/AmpmOqlE_a,True,False,True,False,False,False,False,False,False,False,False,False,True,False,ศุกร์ + สิ้นเดือน,2,0
2023-07-28,17:35,ขนมปัง,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-07-28,ศุกร์,1,True,,0,,lin.ee/izhKAaq,ปล่อยโต๊ะรีเพลโซนเขียว 1 โต๊ะค่า 💐✨ มีเครดิต ไม่โกง 100% ทักมาสอบถามได้งับ https://lin.ee/izhKAaq,True,False,True,False,False,False,False,False,False,False,False,False,True,False,ศุกร์ + สิ้นเดือน,2,0
2023-07-28,19:30,…,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-07-28,ศุกร์,2,True,,0,,,ปล่อยโต๊ะรีเพล 2 โต๊ะค่ะ,True,False,True,False,False,False,False,False,False,False,False,False,True,False,ศุกร์ + สิ้นเดือน,2,0
2023-07-28,19:34,ขนมปัง,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-07-28,ศุกร์,1,True,,0,,lin.ee/izhKAaq,ปล่อยโต๊ะรีเพลโซนเขียว 1 โต๊ะค่า 💐✨ มีเครดิต ไม่โกง 100% ทักมาสอบถามได้งับ https://lin.ee/izhKAaq,True,False,True,False,False,False,False,False,False,False,False,False,True,False,ศุกร์ + สิ้นเดือน,2,0
2023-07-28,20:00,รถตุ๊กๆ,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Hashtags (#),หลังมอ,2023-07-28,ศุกร์,1,False,,0,,,# มีโต๊ะว่างไหมคะ,True,False,True,False,False,False,False,False,False,False,False,False,True,False,ศุกร์ + สิ้นเดือน,2,0
2023-07-29,21:15,(?),ปล่อยโต๊ะ,มีของในมือ,วันปกติ,,,2023-07-29,เสาร์,1,False,,0,,,ตอนนี้มีโต๊ะร้านไหนไหมครับ,False,True,True,False,False,False,False,False,False,False,False,False,True,False,เสาร์ + สิ้นเดือน,2,0
2023-08-03,15:45,แนทตี้,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-08-16,พุธ,2,True,,0,,,ปล่อยโต๊ะรีเพล 2โต๊ะ 16-17,False,False,False,False,True,False,False,False,False,False,False,False,True,False,7วันก่อนสอบ,0,1
2023-08-03,15:45,แนทตี้,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-08-17,พฤหัสบดี,2,True,,0,,,ปล่อยโต๊ะรีเพล 2โต๊ะ 16-17,False,False,False,False,True,False,False,False,False,False,False,False,True,False,7วันก่อนสอบ,0,1
2023-08-04,12:07,ขนมปัง,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-08-04,ศุกร์,2,True,,0,,lin.ee/izhKAaq,ปล่อยโต๊ะรีเพล 2 โต๊ะค่ะ💐✨ มีเครดิต ไม่โกง 100% ทักมาสอบถามได้งับ https://lin.ee/izhKAaq,True,False,False,False,False,False,False,False,False,False,False,False,True,False,ศุกร์,1,0
2023-08-04,12:55,ขนมปัง,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-08-04,ศุกร์,1,True,,0,,lin.ee/izhKAaq,ปล่อยโต๊ะรีเพล 1 โต๊ะค่ะ โซนดี ราคาไม่สร้างบ้าน 💐✨ มีเครดิต ไม่โกง 100% ทักมาสอบถามได้งับ https://lin.ee/izhKAaq,True,False,False,False,False,False,False,False,False,False,False,False,True,False,ศุกร์,1,0
2023-08-04,14:40,!!!!,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Hashtags (#),หลังมอ,2023-08-04,ศุกร์,1,False,,0,,,ปล่อยโต๊ะ#ค่ะ,True,False,False,False,False,False,False,False,False,False,False,False,True,False,ศุกร์,1,0
2023-08-04,14:52,ขนมปัง,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-08-04,ศุกร์,1,True,,0,,lin.ee/izhKAaq,ปล่อยโต๊ะรีเพล 1 โต๊ะค่ะ โซนดี ราคาไม่สร้างบ้าน 💐✨ มีเครดิต ไม่โกง 100% ทักมาสอบถามได้งับ https://lin.ee/izhKAaq,True,False,False,False,False,False,False,False,False,False,False,False,True,False,ศุกร์,1,0
2023-08-04,16:02,ขนมปัง,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-08-04,ศุกร์,1,True,,0,,lin.ee/izhKAaq,ปล่อยโต๊ะรีเพล 1 โต๊ะค่ะ โซนดี ราคาไม่สร้างบ้าน 💐✨ มีเครดิต ไม่โกง 100% ทักมาสอบถามได้งับ https://lin.ee/izhKAaq,True,False,False,False,False,False,False,False,False,False,False,False,True,False,ศุกร์,1,0
2023-08-04,16:16,🙏✌️😆,รับวอร์กอิน,ไม่มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-08-04,ศุกร์,1,False,,0,,,รับจองรีเพลย์ น่ะค้าบ,True,False,False,False,False,False,False,False,False,False,False,False,True,False,ศุกร์,1,0
2023-08-04,16:29,ขนมปัง,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-08-04,ศุกร์,1,True,,0,,lin.ee/izhKAaq,ปล่อยโต๊ะรีเพล 1 โต๊ะค่ะ โซนดี ราคาไม่สร้างบ้าน 💐✨ มีเครดิต ไม่โกง 100% ทักมาสอบถามได้งับ https://lin.ee/izhKAaq,True,False,False,False,False,False,False,False,False,False,False,False,True,False,ศุกร์,1,0
2023-08-04,17:20,นักนั่งโต๊ะ,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-08-04,ศุกร์,1,False,,0,,,ยกเลิกไปแล้วค่ะ ร้านไม่ให้ขายโต๊ะต่อ ซอรี่น้าา,True,False,False,False,False,False,False,False,False,False,False,False,True,False,ศุกร์,1,0
2023-08-04,18:18,ขนมปัง,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-08-04,ศุกร์,1,True,,0,,lin.ee/izhKAaq,ปล่อยโต๊ะรีเพล 1 โต๊ะค่ะ โซนดี ราคาไม่สร้างบ้าน 💐✨ มีเครดิต ไม่โกง 100% ทักมาสอบถามได้งับ https://lin.ee/izhKAaq,True,False,False,False,False,False,False,False,False,False,False,False,True,False,ศุกร์,1,0
2023-08-04,18:28,ขนมปัง,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-08-04,ศุกร์,1,True,,0,,lin.ee/izhKAaq,มีงับ ปล่อยโต๊ะรีเพล 1 โต๊ะค่ะ โซนดี ราคาไม่สร้างบ้าน 💐✨ มีเครดิต ไม่โกง 100% ทักมาสอบถามได้งับ https://lin.ee/izhKAaq,True,False,False,False,False,False,False,False,False,False,False,False,True,False,ศุกร์,1,0
2023-08-04,18:30,JL,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Rusty,ในเมือง,2023-08-04,ศุกร์,1,False,,0,,,ปล่อยโต๊ะรัสตี้ครับ ไม่ได้ไปแล้ว,True,False,False,False,False,False,False,False,False,False,False,False,True,False,ศุกร์,1,0
2023-08-04,19:28,ขนมปัง,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-08-04,ศุกร์,1,True,,0,,lin.ee/izhKAaq,ปล่อยโต๊ะรีเพล 1 โต๊ะค่ะ โซนดี ราคาไม่สร้างบ้าน 💐✨ มีเครดิต ไม่โกง 100% ทักมาสอบถามได้งับ https://lin.ee/izhKAaq,True,False,False,False,False,False,False,False,False,False,False,False,True,False,ศุกร์,1,0
2023-08-04,22:45,;-;,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,SoldOut,หลังมอ,2023-08-04,ศุกร์,1,False,,0,,,โซเอ้าท์มีโต๊ะว่างไหมคะ,True,False,False,False,False,False,False,False,False,False,False,False,True,False,ศุกร์,1,0
2023-08-05,12:29,po,รับวอร์กอิน,ไม่มีของในมือ,วันปกติ,,,2023-08-05,เสาร์,1,False,,0,,,รับจองค้าบ,False,True,False,False,False,False,False,False,False,False,False,False,True,False,เสาร์,1,0
2023-08-05,14:34,เจเจ,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-08-05,เสาร์,1,False,,0,,line.me/ti/p/zH97_loToK,ปล่อยโต๊ะรีเพ https://line.me/ti/p/zH97_loToK,False,True,False,False,False,False,False,False,False,False,False,False,True,False,เสาร์,1,0
2023-08-05,14:36,&&-,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-08-05,เสาร์,2,True,,0,,line.me/ti/p/gBPRjFbCqT,ปล่อยโต๊ะรีเพโซนเขียว2โต๊ะค้าบ https://line.me/ti/p/gBPRjFbCqT,False,True,False,False,False,False,False,False,False,False,False,False,True,False,เสาร์,1,0
2023-08-05,15:15,&&-,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-08-05,เสาร์,2,True,,0,,line.me/ti/p/gBPRjFbCqT,ปล่อยโต๊ะรีเพโซนเขียว2โต๊ะค้าบ ราคาเบาๆ https://line.me/ti/p/gBPRjFbCqT,False,True,False,False,False,False,False,False,False,False,False,False,True,False,เสาร์,1,0
2023-08-05,15:17,เจเจ,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-08-05,เสาร์,1,False,,0,,line.me/ti/p/zH97_loToK,ปล่อยโต๊ะรีเพค่ะ https://line.me/ti/p/zH97_loToK,False,True,False,False,False,False,False,False,False,False,False,False,True,False,เสาร์,1,0
2023-08-05,15:22,เป็นแมวเป้า,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Hashtags (#),หลังมอ,2023-08-05,เสาร์,3,True,,0,,,ปล่อยโต๊ะแฮซ โซนเวทีค่า 3 โต๊ะ,False,True,False,False,False,False,False,False,False,False,False,False,True,False,เสาร์,1,0
2023-08-05,15:28,Huiyg,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-08-05,เสาร์,1,True,,0,,,ปล่อยโต๊ะรีเพล1โต๊ะค่ะ,False,True,False,False,False,False,False,False,False,False,False,False,True,False,เสาร์,1,0
2023-08-05,15:37,เป็นแมวเป้า,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Hashtags (#),หลังมอ,2023-08-05,เสาร์,3,True,,0,,,ปล่อยโต๊ะแฮซ โซนเวทีค่า 3 โต๊ะ ราคานักศึกษางับ,False,True,False,False,False,False,False,False,False,False,False,False,True,False,เสาร์,1,0
2023-08-05,15:39,&&-,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-08-05,เสาร์,2,True,,0,,line.me/ti/p/gBPRjFbCqT,ปล่อยโต๊ะรีเพโซนเขียว2โต๊ะค้าบ https://line.me/ti/p/gBPRjFbCqT,False,True,False,False,False,False,False,False,False,False,False,False,True,False,เสาร์,1,0
2023-08-05,16:28,&&-,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Hashtags (#),หลังมอ,2023-08-05,เสาร์,2,True,,0,,line.me/ti/p/gBPRjFbCqT,ปล่อยโต๊ะ# 2โต๊ะ โซนกลางราคาเบาๆค้าบ https://line.me/ti/p/gBPRjFbCqT,False,True,False,False,False,False,False,False,False,False,False,False,True,False,เสาร์,1,0
2023-08-05,16:33,เจเจ,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-08-05,เสาร์,1,False,,0,,line.me/ti/p/zH97_loToK,ปล่อยโต๊ะรีเพ https://line.me/ti/p/zH97_loToK,False,True,False,False,False,False,False,False,False,False,False,False,True,False,เสาร์,1,0
2023-08-05,16:34,เป็นแมวเป้า,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Hashtags (#),หลังมอ,2023-08-05,เสาร์,3,True,,0,,,ปล่อยโต๊ะ (#) 3 โต๊ะ โซนเวที ราคานักศึกษางับ,False,True,False,False,False,False,False,False,False,False,False,False,True,False,เสาร์,1,0
2023-08-05,16:39,&&-,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Replayground,หลังมอ,2023-08-05,เสาร์,2,True,ติดทางเดิน,1,,line.me/ti/p/4VPVIdMEG7,ปล่อยโต๊ะรีเพลย์โซนเขียว 2โต๊ะ ติดทางเดินค่ะ https://line.me/ti/p/4VPVIdMEG7,False,True,False,False,False,False,False,False,False,False,False,False,True,False,เสาร์,1,0
2023-08-05,16:41,เป็นแมวเป้า,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Hashtags (#),หลังมอ,2023-08-05,เสาร์,3,True,,0,,,ปล่อยโต๊ะ (#) 3 โต๊ะ โซนเวที ราคานักศึกษางับ,False,True,False,False,False,False,False,False,False,False,False,False,True,False,เสาร์,1,0
2023-08-05,16:53,&&-,ปล่อยโต๊ะ,มีของในมือ,วันปกติ,Hashtags (#),หลังมอ,2023-08-05,เสาร์,2,True,,0,,line.me/ti/p/gBPRjFbCqT,ปล่อยโต๊ะ# 2โต๊ะ โซนกลางราคาเบาๆค้าบ https://line.me/ti/p/gBPRjFbCqT,False,True,False,False,False,False,False,False,False,False,False,False,True,False,เสาร์,1,0
